# coding: utf-8
# 小鹤音形用户词库（与系统词条重码时居后）
# 该文件以UTF-8编码保存
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
 
#    === 强调一下 === 
# 
#   词条和编码之间的不是空格，而是Tab符，如果你不知道，就复制下面编码中的空白处
#   或者按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    ================
# 
# 如两个用户词重码，则需加权重排序，权重大者居前，如下：
#
# 同文	tw	90
# 提问	tw	30
#
# 如只加一个用户词，无需权重，如下（如想置于系统词“台湾”前，请把词条放到flypy_top文件内）：
# 
# 同文	tw
#    ================
#
# 虽然文本码表编辑较为方便，但不适合导入大量条目

#用户词库，下一行后开始添加。切换方案或部署后生效
# no comment
瘁	cvbu
underlay	underlay
underlie	underlie
underline	underline
underling	underling
underlying	underlying
undermanned	undermanned
undermine	undermine
underneath	underneath
undernourished	undernourished
underpaid	underpaid
underpants	underpants
underpass	underpass
underpay	underpay
underpin	underpin
underplay	underplay
underprivileged	underprivileged
underrate	underrate
underscore	underscore
undersea	undersea
undersecretary	undersecretary
undersell	undersell
undershirt	undershirt
underside	underside
undersigned	undersigned
undersized	undersized
undersold	undersold
understaffed	understaffed
understand	understand
understandable	understandable
understandably	understandably
understanding	understanding
understate	understate
understated	understated
understatement	understatement
understudy	understudy
undertake	undertake
undertaker	undertaker
undertaking	undertaking
undertone	undertone
undertow	undertow
underused	underused
underutilized	underutilized
undervalue	undervalue
underwater	underwater
underway	underway
underwear	underwear
underweight	underweight
underwent	underwent
underwhelmed	underwhelmed
underwhelming	underwhelming
underworld	underworld
underwrite	underwrite
underwriter	underwriter
undeserved	undeserved
undeserving	undeserving
undesirable	undesirable
undetectable	undetectable
undetected	undetected
undeterred	undeterred
undeveloped	undeveloped
undid	undid
undies	undies
undifferentiated	undifferentiated
undignified	undignified
undiluted	undiluted
undiminished	undiminished
undischarged	undischarged
undisciplined	undisciplined
undisclosed	undisclosed
undiscovered	undiscovered
undisguised	undisguised
undismayed	undismayed
undisputed	undisputed
undistinguished	undistinguished
undisturbed	undisturbed
undivided	undivided
undo	undo
undoing	undoing
undone	undone
undoubted	undoubted
undress	undress
undressed	undressed
undrinkable	undrinkable
undue	undue
undulate	undulate
undulation	undulation
unduly	unduly
undying	undying
unearned	unearned
unearth	unearth
unearthly	unearthly
unease	unease
uneasy	uneasy
uneatable	uneatable
uneaten	uneaten
uneconomic	uneconomic
uneconomical	uneconomical
unedifying	unedifying
uneducated	uneducated
unemotional	unemotional
unemployable	unemployable
unemployed	unemployed
unemployment	unemployment
unending	unending
unendurable	unendurable
unenviable	unenviable
unequal	unequal
unequalled	unequalled
unequivocal	unequivocal
unerring	unerring
UNESCO	UNESCO
unethical	unethical
uneven	uneven
uneventful	uneventful
unexceptionable	unexceptionable
unexceptional	unexceptional
unexciting	unexciting
unexpected	unexpected
unexpired	unexpired
unexplained	unexplained
unexploded	unexploded
unexplored	unexplored
unexpressed	unexpressed
unfailing	unfailing
unfair	unfair
unfaithful	unfaithful
unfamiliar	unfamiliar
unfashionable	unfashionable
unfasten	unfasten
unfathomable	unfathomable
unfavourable	unfavourable
unfazed	unfazed
unfeasible	unfeasible
unfeeling	unfeeling
unfeigned	unfeigned
unfenced	unfenced
unfettered	unfettered
unfilled	unfilled
unfinished	unfinished
unfit	unfit
unfitted	unfitted
unflagging	unflagging
unflappable	unflappable
unflattering	unflattering
unflinching	unflinching
unfocused	unfocused
unfocussed	unfocussed
unfold	unfold
unforced	unforced
unforeseeable	unforeseeable
unforeseen	unforeseen
unforgettable	unforgettable
unforgivable	unforgivable
unforgiving	unforgiving
unformed	unformed
unforthcoming	unforthcoming
unfortunate	unfortunate
unfortunately	unfortunately
unfounded	unfounded
unfreeze	unfreeze
unfriendly	unfriendly
unfulfilled	unfulfilled
unfunny	unfunny
unfurl	unfurl
unfurnished	unfurnished
ungainly	ungainly
ungentlemanly	ungentlemanly
unglamorous	unglamorous
unglued	unglued
ungodly	ungodly
ungovernable	ungovernable
ungracious	ungracious
ungrammatical	ungrammatical
ungrateful	ungrateful
unguarded	unguarded
unhappily	unhappily
unhappy	unhappy
unharmed	unharmed
unhealthy	unhealthy
unheard	unheard
unheated	unheated
unheeded	unheeded
unhelpful	unhelpful
unheralded	unheralded
unhesitating	unhesitating
unhindered	unhindered
unhinge	unhinge
unhitch	unhitch
unholy	unholy
unhook	unhook
unhurried	unhurried
unhurt	unhurt
unhygienic	unhygienic
uni	uni
unicameral	unicameral
UNICEF	UNICEF
unicorn	unicorn
unicycle	unicycle
unidentifiable	unidentifiable
unidentified	unidentified
uniform	uniform
uniformed	uniformed
unify	unify
unilateral	unilateral
unilateralism	unilateralism
unimaginable	unimaginable
unimaginative	unimaginative
unimpaired	unimpaired
unimpeachable	unimpeachable
unimpeded	unimpeded
unimportant	unimportant
unimpressed	unimpressed
unimpressive	unimpressive
uninformative	uninformative
uninformed	uninformed
uninhabitable	uninhabitable
uninhabited	uninhabited
uninhibited	uninhibited
uninitiated	uninitiated
uninjured	uninjured
uninspired	uninspired
uninspiring	uninspiring
unintelligent	unintelligent
unintelligible	unintelligible
unintended	unintended
unintentional	unintentional
uninterested	uninterested
uninteresting	uninteresting
uninterrupted	uninterrupted
uninvited	uninvited
uninviting	uninviting
union	union
unionist	unionist
unionize	unionize
unique	unique
unisex	unisex
unison	unison
unit	unit
Unitarian	Unitarian
unitary	unitary
unite	unite
united	united
unity	unity
universal	universal
universally	universally
universe	universe
university	university
unjust	unjust
unjustifiable	unjustifiable
unjustified	unjustified
unkempt	unkempt
unkind	unkind
unknowable	unknowable
unknowing	unknowing
unknown	unknown
unlace	unlace
unladen	unladen
unlawful	unlawful
unleaded	unleaded
unlearn	unlearn
unleash	unleash
unleavened	unleavened
unless	unless
unlettered	unlettered
unlicensed	unlicensed
unlike	unlike
unlikely	unlikely
unlimited	unlimited
unlined	unlined
unlisted	unlisted
unlit	unlit
unload	unload
unlock	unlock
unlocked	unlocked
unloose	unloose
unloved	unloved
unlovely	unlovely
unluckily	unluckily
unlucky	unlucky
unmade	unmade
unmanageable	unmanageable
unmanly	unmanly
unmanned	unmanned
unmannerly	unmannerly
unmarked	unmarked
unmarried	unmarried
unmask	unmask
unmatched	unmatched
unmemorable	unmemorable
unmentionable	unmentionable
unmet	unmet
unmindful	unmindful
unmissable	unmissable
unmistakable	unmistakable
unmistakeable	unmistakeable
unmitigated	unmitigated
unmolested	unmolested
unmoved	unmoved
unmoving	unmoving
unmusical	unmusical
unnamed	unnamed
unnatural	unnatural
unnecessary	unnecessary
unnerve	unnerve
unnoticed	unnoticed
unnumbered	unnumbered
unobjectionable	unobjectionable
unobserved	unobserved
unobtainable	unobtainable
unobtrusive	unobtrusive
unoccupied	unoccupied
unofficial	unofficial
unopposed	unopposed
unorganized	unorganized
unorthodox	unorthodox
unpack	unpack
unpaid	unpaid
unpalatable	unpalatable
unparalleled	unparalleled
unpardonable	unpardonable
unparliamentary	unparliamentary
unpatriotic	unpatriotic
unperturbed	unperturbed
unpick	unpick
unplaced	unplaced
unplanned	unplanned
unplayable	unplayable
unpleasant	unpleasant
unpleasantness	unpleasantness
unplug	unplug
unpolluted	unpolluted
unpopular	unpopular
unprecedented	unprecedented
unpredictable	unpredictable
unprejudiced	unprejudiced
unpremeditated	unpremeditated
unprepared	unprepared
unprepossessing	unprepossessing
unpretentious	unpretentious
unprincipled	unprincipled
unprintable	unprintable
unproblematic	unproblematic
unproductive	unproductive
unprofessional	unprofessional
unprofitable	unprofitable
unpromising	unpromising
unprompted	unprompted
unpronounceable	unpronounceable
unprotected	unprotected
unproven	unproven
unprovoked	unprovoked
unpublished	unpublished
unpunished	unpunished
unputdownable	unputdownable
unqualified	unqualified
unquenchable	unquenchable
unquestionable	unquestionable
unquestioned	unquestioned
unquestioning	unquestioning
unquiet	unquiet
unquote	unquote
unravel	unravel
unread	unread
unreadable	unreadable
unreal	unreal
unrealistic	unrealistic
unreasonable	unreasonable
unreasoning	unreasoning
unrecognizable	unrecognizable
unrecognized	unrecognized
unreconstructed	unreconstructed
unrecorded	unrecorded
unrefined	unrefined
unregenerate	unregenerate
unrelated	unrelated
unrelenting	unrelenting
unreliable	unreliable
unrelieved	unrelieved
unremarkable	unremarkable
unremarked	unremarked
unremitting	unremitting
unrepeatable	unrepeatable
unrepentant	unrepentant
unrepresentative	unrepresentative
unrequited	unrequited
unreserved	unreserved
unreservedly	unreservedly
unresolved	unresolved
unresponsive	unresponsive
unrest	unrest
unrestrained	unrestrained
unrestricted	unrestricted
unrewarded	unrewarded
unrewarding	unrewarding
unripe	unripe
unrivalled	unrivalled
unroll	unroll
unruffled	unruffled
unruly	unruly
unsaddle	unsaddle
unsafe	unsafe
unsaid	unsaid
unsalable	unsalable
unsaleable	unsaleable
unsalted	unsalted
unsanitary	unsanitary
unsatisfactory	unsatisfactory
unsatisfied	unsatisfied
unsatisfying	unsatisfying
unsaturated	unsaturated
unsavoury	unsavoury
unscathed	unscathed
unscheduled	unscheduled
unscientific	unscientific
unscramble	unscramble
unscrew	unscrew
unscripted	unscripted
unscrupulous	unscrupulous
unseasonable	unseasonable
unseasonal	unseasonal
unseat	unseat
unseeded	unseeded
unseeing	unseeing
unseemly	unseemly
unseen	unseen
unselfconscious	unselfconscious
unselfish	unselfish
unsentimental	unsentimental
unserviceable	unserviceable
unsettle	unsettle
unsettled	unsettled
unsettling	unsettling
unshaded	unshaded
unshakeable	unshakeable
unshaken	unshaken
unshaven	unshaven
unsightly	unsightly
unskilled	unskilled
unsmiling	unsmiling
unsociable	unsociable
unsocial	unsocial
unsold	unsold
unsolicited	unsolicited
unsolved	unsolved
unsophisticated	unsophisticated
unsound	unsound
unsparing	unsparing
unspeakable	unspeakable
unspecified	unspecified
unspectacular	unspectacular
unspoiled	unspoiled
unspoken	unspoken
unsporting	unsporting
unstable	unstable
unstated	unstated
unsteady	unsteady
unstinting	unstinting
unstoppable	unstoppable
unstressed	unstressed
unstructured	unstructured
unstuck	unstuck
unsubstantiated	unsubstantiated
unsuccessful	unsuccessful
unsuitable	unsuitable
unsuited	unsuited
unsullied	unsullied
unsung	unsung
unsupported	unsupported
unsure	unsure
unsurpassed	unsurpassed
unsurprised	unsurprised
unsurprising	unsurprising
unsuspected	unsuspected
unsuspecting	unsuspecting
unsustainable	unsustainable
unsweetened	unsweetened
unswerving	unswerving
unsympathetic	unsympathetic
unsystematic	unsystematic
untainted	untainted
untalented	untalented
untamed	untamed
untangle	untangle
untapped	untapped
untenable	untenable
untested	untested
unthinkable	unthinkable
unthinking	unthinking
untidy	untidy
untie	untie
until	until
untimely	untimely
untiring	untiring
untitled	untitled
unto	unto
untold	untold
untouchable	untouchable
untouched	untouched
untoward	untoward
untrained	untrained
untrammelled	untrammelled
untreated	untreated
untried	untried
untrue	untrue
untrustworthy	untrustworthy
untruth	untruth
untruthful	untruthful
unturned	unturned
untutored	untutored
untypical	untypical
unusable	unusable
unused	unused
unusual	unusual
unusually	unusually
unutterable	unutterable
unvarnished	unvarnished
unvarying	unvarying
unveil	unveil
unvoiced	unvoiced
unwaged	unwaged
unwanted	unwanted
unwarranted	unwarranted
unwary	unwary
unwashed	unwashed
unwavering	unwavering
unwelcome	unwelcome
unwelcoming	unwelcoming
unwell	unwell
unwholesome	unwholesome
unwieldy	unwieldy
unwilling	unwilling
unwind	unwind
unwise	unwise
unwitting	unwitting
unwittingly	unwittingly
unwonted	unwonted
unworkable	unworkable
unworldly	unworldly
unworried	unworried
unworthy	unworthy
unwound	unwound
unwrap	unwrap
unwritten	unwritten
unyielding	unyielding
unzip	unzip
up	up
upbeat	upbeat
upbraid	upbraid
upbringing	upbringing
UPC	UPC
upcoming	upcoming
update	update
upend	upend
upfield	upfield
upfront	upfront
upgrade	upgrade
upheaval	upheaval
uphill	uphill
uphold	uphold
upholster	upholster
upholsterer	upholsterer
upholstery	upholstery
upkeep	upkeep
upland	upland
uplift	uplift
uplifted	uplifted
uplifting	uplifting
upload	upload
upmarket	upmarket
upon	upon
upper	upper
upperclassman	upperclassman
uppercut	uppercut
uppermost	uppermost
uppity	uppity
upraised	upraised
upright	upright
uprightness	uprightness
uprising	uprising
upriver	upriver
uproar	uproar
uproarious	uproarious
uproot	uproot
upscale	upscale
upset	upset
upsetting	upsetting
upshot	upshot
upside	upside
upstage	upstage
upstairs	upstairs
upstanding	upstanding
upstart	upstart
upstate	upstate
upstream	upstream
upsurge	upsurge
upswing	upswing
uptake	uptake
uptempo	uptempo
uptight	uptight
uptown	uptown
uptrend	uptrend
upturn	upturn
upturned	upturned
upward	upward
upwards	upwards
upwind	upwind
uranium	uranium
Uranus	Uranus
urban	urban
urbane	urbane
urbanized	urbanized
urchin	urchin
Urdu	Urdu
urea	urea
urethra	urethra
urethritis	urethritis
urge	urge
urgent	urgent
urinal	urinal
urinary	urinary
urinate	urinate
urine	urine
URL	URL
urn	urn
urology	urology
US	US
us	us
USA	USA
usable	usable
USAF	USAF
usage	usage
use	use
used	used
useful	useful
usefulness	usefulness
useless	useless
user	user
usher	usher
usherette	usherette
USN	USN
USS	USS
USSR	USSR
usual	usual
usually	usually
usurer	usurer
usurp	usurp
usury	usury
utensil	utensil
uterus	uterus
utilitarian	utilitarian
utilitarianism	utilitarianism
utility	utility
utilize	utilize
utmost	utmost
Utopia	Utopia
utter	utter
utterance	utterance
uttermost	uttermost
uvula	uvula
V	V
v	v
vac	vac
vacancy	vacancy
vacant	vacant
vacate	vacate
vacation	vacation
vacationer	vacationer
vaccinate	vaccinate
vaccine	vaccine
vacillate	vacillate
vacuity	vacuity
vacuous	vacuous
vacuum	vacuum
vagabond	vagabond
vagaries	vagaries
vagina	vagina
vagrancy	vagrancy
vagrant	vagrant
vague	vague
vaguely	vaguely
vain	vain
vainglorious	vainglorious
vainly	vainly
valance	valance
vale	vale
valediction	valediction
valedictorian	valedictorian
valedictory	valedictory
valency	valency
valentine	valentine
valet	valet
valiant	valiant
valid	valid
validate	validate
validity	validity
valise	valise
Valium	Valium
valley	valley
valour	valour
valuable	valuable
valuables	valuables
valuation	valuation
value	value
valueless	valueless
valuer	valuer
valve	valve
vamp	vamp
vampire	vampire
van	van
vanadium	vanadium
vandal	vandal
vandalism	vandalism
vandalize	vandalize
vane	vane
vanguard	vanguard
vanilla	vanilla
vanish	vanish
vanity	vanity
vanquish	vanquish
vanquished	vanquished
vantage	vantage
vapid	vapid
vapor	vapor
vaporize	vaporize
vaporous	vaporous
vapour	vapour
variability	variability
variable	variable
variance	variance
variant	variant
variation	variation
varied	varied
variegated	variegated
variety	variety
various	various
variously	variously
varnish	varnish
varsity	varsity
vary	vary
vascular	vascular
vase	vase
vasectomy	vasectomy
Vaseline	Vaseline
vassal	vassal
vast	vast
vastly	vastly
VAT	VAT
vat	vat
Vatican	Vatican
vaudeville	vaudeville
vault	vault
vaulted	vaulted
vaulting	vaulting
vaunted	vaunted
VC	VC
VCR	VCR
VD	VD
VDU	VDU
veal	veal
vector	vector
veep	veep
veer	veer
veg	veg
vegan	vegan
Vegeburger	Vegeburger
vegetable	vegetable
vegetarian	vegetarian
vegetate	vegetate
vegetated	vegetated
vegetation	vegetation
vegetative	vegetative
veggie	veggie
vehement	vehement
vehicle	vehicle
vehicular	vehicular
veil	veil
veiled	veiled
vein	vein
veined	veined
veining	veining
velar	velar
Velcro	Velcro
veld	veld
vellum	vellum
velocity	velocity
velodrome	velodrome
velour	velour
velvet	velvet
velveteen	velveteen
velvety	velvety
venal	venal
vendetta	vendetta
vendor	vendor
veneer	veneer
venerable	venerable
venerate	venerate
venereal	venereal
vengeance	vengeance
vengeful	vengeful
venial	venial
venison	venison
venom	venom
venomous	venomous
venous	venous
vent	vent
ventilate	ventilate
ventilator	ventilator
ventricle	ventricle
ventriloquism	ventriloquism
venture	venture
venturesome	venturesome
venue	venue
Venus	Venus
veracity	veracity
veranda	veranda
verandah	verandah
verb	verb
verbal	verbal
verbalize	verbalize
verbally	verbally
verbatim	verbatim
verbiage	verbiage
verbose	verbose
verdant	verdant
verdict	verdict
verge	verge
verger	verger
verify	verify
verily	verily
verisimilitude	verisimilitude
veritable	veritable
verity	verity
vermicelli	vermicelli
vermilion	vermilion
vermin	vermin
verminous	verminous
vermouth	vermouth
vernacular	vernacular
vernal	vernal
verruca	verruca
versatile	versatile
verse	verse
versed	versed
versification	versification
versify	versify
version	version
verso	verso
versus	versus
vertebra	vertebra
vertebrate	vertebrate
vertex	vertex
vertical	vertical
vertiginous	vertiginous
vertigo	vertigo
verve	verve
very	very
vesicle	vesicle
vespers	vespers
vessel	vessel
vest	vest
vestibule	vestibule
vestige	vestige
vestigial	vestigial
vestment	vestment
vestry	vestry
vet	vet
vetch	vetch
veteran	veteran
veterinarian	veterinarian
veterinary	veterinary
veto	veto
vex	vex
vexation	vexation
vexatious	vexatious
vexed	vexed
VHF	VHF
via	via
viable	viable
viaduct	viaduct
Viagra	Viagra
vial	vial
vibes	vibes
vibrant	vibrant
vibraphone	vibraphone
vibrate	vibrate
vibration	vibration
vibrato	vibrato
vibrator	vibrator
vicar	vicar
vicarage	vicarage
vicarious	vicarious
vice	vice
viceroy	viceroy
vicinity	vicinity
vicious	vicious
vicissitude	vicissitude
victim	victim
victimize	victimize
victor	victor
Victorian	Victorian
victorious	victorious
victory	victory
victuals	victuals
video	video
videoconferencing	videoconferencing
videodisc	videodisc
videophone	videophone
videotape	videotape
videotex	videotex
vie	vie
view	view
viewdata	viewdata
viewer	viewer
viewfinder	viewfinder
viewpoint	viewpoint
vigil	vigil
vigilant	vigilant
vigilante	vigilante
vignette	vignette
vigorous	vigorous
vigour	vigour
Viking	Viking
vile	vile
vilify	vilify
villa	villa
village	village
villager	villager
villain	villain
villainous	villainous
villainy	villainy
villein	villein
vim	vim
vinaigrette	vinaigrette
vindicate	vindicate
vindictive	vindictive
vine	vine
vinegar	vinegar
vinegary	vinegary
vineyard	vineyard
vino	vino
vintage	vintage
vintner	vintner
vinyl	vinyl
